"from","to","weight","hourdiff","is_duplicate"
"189885108","189885117",0.5116,0,"from"
"189885110","189882002",0.5053,-24,"from"
"189885115","189882086",0.4128,-24,"from"
"189885117","189885108",0.5116,0,"to"
"189885119","189885125",0.4156,0,"from"
"189885121","189885154",0.7873,0,"from"
"189885125","189885119",0.4156,0,"to"
"189885127","189885091",0.8144,0,"both"
"189885127","189885139",0.6781,0,"from"
"189885127","189884916",0.4731,24,"both"
"189885127","189885000",0.5415,24,"both"
"189885127","189885017",0.5139,24,"both"
"189885129","189885097",0.6133,0,"to"
"189885133","189885078",0.5362,0,"to"
"189885134","189884904",0.4061,24,"to"
"189885134","189885041",0.5792,24,"to"
"189885135","189882080",0.7488,-24,"both"
"189885135","189882098",0.609,-24,"both"
"189885135","189882103",0.5589,-24,"from"
"189885135","189885063",0.6227,0,"both"
"189885138","189885156",0.7937,0,"from"
"189885139","189885091",0.5889,0,"to"
"189885139","189885127",0.6781,0,"to"
"189885152","189882106",0.472,-24,"both"
"189885152","189882109",0.5098,-24,"from"
"189885152","189885155",0.435,0,"both"
"189885154","189885121",0.7873,0,"to"
"189885155","189882106",0.5691,-24,"both"
"189885155","189882109",0.5045,-24,"from"
"189885155","189885152",0.435,0,"both"
"189885155","189885048",0.4085,24,"both"
"189885156","189885138",0.7937,0,"to"
"189885158","189885083",0.7766,0,"to"
"189885163","189888199",0.4573,24,"to"
"189885165","189885172",0.5163,0,"from"
"189885168","189885340",0.5188,-24,"from"
"189885168","189885205",0.8278,0,"both"
"189885168","189888164",0.6517,24,"both"
"189885170","189885255",0.4638,-24,"both"
"189885170","189885291",0.5402,-24,"both"
"189885170","189885187",0.5958,0,"both"
"189885170","189888162",0.4925,24,"both"
"189885170","189888167",0.4707,24,"both"
"189885170","189888242",0.7049,24,"both"
"189885171","189888176",0.6291,24,"to"
"189885172","189885165",0.5163,0,"to"
"189885176","189888193",0.7165,24,"to"
"189885176","189888194",0.7642,24,"to"
"189885181","189885328",0.5978,-24,"from"
"189885181","189888222",0.481,24,"both"
"189885181","189888248",0.4753,24,"both"
"189885182","189885239",0.7629,0,"from"
"189885184","189885268",0.6487,-24,"from"
"189885184","189888182",0.7671,24,"both"
"189885185","189888175",0.4861,24,"to"
"189885186","189885352",0.5582,-24,"both"
"189885186","189888206",0.4035,24,"both"
"189885186","189888213",0.4973,24,"both"
"189885186","189888227",0.4666,24,"both"
"189885186","189888239",0.5214,24,"both"
"189885187","189885255",0.549,-24,"both"
"189885187","189885291",0.6682,-24,"both"
"189885187","189885170",0.5958,0,"both"
"189885187","189888242",0.6036,24,"both"
"189885188","189885189",0.5827,0,"both"
"189885188","189885241",0.5005,0,"from"
"189885189","189885188",0.5827,0,"both"
"189885189","189885241",0.5601,0,"from"
"189885190","189885213",0.7613,0,"from"
"189885190","189885242",0.4183,0,"both"
"189885191","189885280",0.5804,-24,"from"
"189885191","189885196",0.9312,0,"both"
"189885192","189885193",0.8847,0,"from"
"189885193","189885192",0.8847,0,"to"
"189885194","189888228",0.4831,24,"to"
"189885196","189885280",0.612,-24,"from"
"189885196","189885191",0.9312,0,"both"
"189885199","189885292",0.4771,-24,"both"
"189885199","189885302",0.4051,-24,"both"
"189885199","189888204",0.5629,24,"both"
"189885200","189885354",0.438,-24,"from"
"189885205","189885340",0.4608,-24,"from"
"189885205","189885168",0.8278,0,"both"
"189885205","189888164",0.5948,24,"both"
"189885213","189885190",0.7613,0,"to"
"189885213","189885242",0.4766,0,"to"
"189885217","189885219",0.8353,0,"from"
"189885217","189888222",0.4573,24,"both"
"189885218","189885378",0.711,-24,"from"
"189885219","189885217",0.8353,0,"to"
"189885221","189888168",0.4789,24,"to"
"189885221","189888170",0.4866,24,"to"
"189885222","189885357",0.5874,-24,"from"
"189885222","189885225",0.439,0,"from"
"189885225","189885222",0.439,0,"to"
"189885227","189888161",0.463,24,"to"
"189885227","189888212",0.4865,24,"to"
"189885227","189888245",0.558,24,"to"
"189885230","189885237",0.8345,0,"from"
"189885231","189885414",0.5928,-24,"from"
"189885231","189885245",0.5778,0,"both"
"189885237","189885230",0.8345,0,"to"
"189885239","189885182",0.7629,0,"to"
"189885241","189885188",0.5005,0,"to"
"189885241","189885189",0.5601,0,"to"
"189885242","189885311",0.4598,-24,"from"
"189885242","189885190",0.4183,0,"both"
"189885242","189885213",0.4766,0,"from"
"189885244","189888209",0.8174,24,"to"
"189885245","189885414",0.5423,-24,"from"
"189885245","189885231",0.5778,0,"both"
"189885251","189885480",0.6932,-24,"both"
"189885251","189885543",0.5094,-24,"both"
"189885251","189885544",0.4479,-24,"both"
"189885251","189885549",0.5181,-24,"both"
"189885251","189885557",0.6023,-24,"from"
"189885251","189885345",0.669,0,"both"
"189885251","189885402",0.5891,0,"both"
"189885252","189885273",0.4586,0,"from"
"189885255","189885442",0.4069,-24,"from"
"189885255","189885446",0.4184,-24,"from"
"189885255","189885291",0.6517,0,"both"
"189885255","189885170",0.4638,24,"both"
"189885255","189885187",0.549,24,"both"
"189885256","189885316",0.6757,0,"from"
"189885263","189885447",0.4635,-24,"from"
"189885263","189885374",0.7577,0,"from"
"189885265","189885536",0.5155,-24,"from"
"189885265","189885303",0.9237,0,"both"
"189885268","189885184",0.6487,24,"to"
"189885272","189885503",0.7162,-24,"both"
"189885272","189885518",0.4952,-24,"both"
"189885273","189885252",0.4586,0,"to"
"189885280","189885191",0.5804,24,"to"
"189885280","189885196",0.612,24,"to"
"189885283","189885331",0.5404,0,"from"
"189885288","189885306",0.4611,0,"both"
"189885288","189885310",0.4292,0,"from"
"189885288","189885317",0.5394,0,"both"
"189885288","189885318",0.6066,0,"both"
"189885288","189885337",0.5692,0,"both"
"189885288","189885344",0.5674,0,"both"
"189885288","189885383",0.4261,0,"from"
"189885289","189885470",0.4031,-24,"both"
"189885289","189885537",0.4037,-24,"both"
"189885289","189885366",0.786,0,"from"
"189885289","189885388",0.6804,0,"both"
"189885290","189885324",0.4487,0,"from"
"189885291","189885442",0.4152,-24,"from"
"189885291","189885255",0.6517,0,"both"
"189885291","189885170",0.5402,24,"both"
"189885291","189885187",0.6682,24,"both"
"189885292","189885473",0.419,-24,"both"
"189885292","189885302",0.7551,0,"both"
"189885292","189885199",0.4771,24,"both"
"189885294","189885319",0.8984,0,"from"
"189885296","189885364",0.6501,0,"from"
"189885300","189885309",0.4583,0,"from"
"189885302","189885473",0.435,-24,"both"
"189885302","189885489",0.4247,-24,"from"
"189885302","189885292",0.7551,0,"both"
"189885302","189885199",0.4051,24,"both"
"189885303","189885536",0.4822,-24,"from"
"189885303","189885265",0.9237,0,"both"
"189885305","189885579",0.8412,-24,"from"
"189885306","189885288",0.4611,0,"both"
"189885306","189885318",0.456,0,"both"
"189885306","189885344",0.4198,0,"both"
"189885309","189885300",0.4583,0,"to"
"189885310","189885288",0.4292,0,"to"
"189885311","189885242",0.4598,24,"to"
"189885316","189885256",0.6757,0,"to"
"189885317","189885288",0.5394,0,"both"
"189885317","189885318",0.496,0,"both"
"189885318","189885288",0.6066,0,"both"
"189885318","189885306",0.456,0,"both"
"189885318","189885317",0.496,0,"both"
"189885318","189885337",0.4085,0,"both"
"189885318","189885344",0.6047,0,"both"
"189885319","189885294",0.8984,0,"to"
"189885324","189885290",0.4487,0,"to"
"189885328","189885181",0.5978,24,"to"
"189885329","189885382",0.9359,0,"from"
"189885331","189885283",0.5404,0,"to"
"189885332","189885393",0.8621,0,"from"
"189885337","189885288",0.5692,0,"both"
"189885337","189885318",0.4085,0,"both"
"189885337","189885344",0.4235,0,"both"
"189885337","189885383",0.4192,0,"from"
"189885340","189885168",0.5188,24,"to"
"189885340","189885205",0.4608,24,"to"
"189885342","189885350",0.8897,0,"from"
"189885344","189885288",0.5674,0,"both"
"189885344","189885306",0.4198,0,"both"
"189885344","189885318",0.6047,0,"both"
"189885344","189885337",0.4235,0,"both"
"189885344","189885383",0.4444,0,"from"
"189885345","189885480",0.6691,-24,"both"
"189885345","189885549",0.4817,-24,"both"
"189885345","189885557",0.5739,-24,"from"
"189885345","189885251",0.669,0,"both"
"189885345","189885402",0.5503,0,"both"
"189885350","189885342",0.8897,0,"to"
"189885352","189885440",0.4261,-24,"from"
"189885352","189885186",0.5582,24,"both"
"189885354","189885200",0.438,24,"to"
"189885357","189885222",0.5874,24,"to"
"189885360","189885395",0.7034,0,"from"
"189885364","189885296",0.6501,0,"to"
"189885366","189885289",0.786,0,"to"
"189885366","189885388",0.7919,0,"to"
"189885368","189885396",0.8978,0,"from"
"189885374","189885263",0.7577,0,"to"
"189885378","189885218",0.711,24,"to"
"189885382","189885329",0.9359,0,"to"
"189885383","189885288",0.4261,0,"to"
"189885383","189885337",0.4192,0,"to"
"189885383","189885344",0.4444,0,"to"
"189885384","189885416",0.9015,0,"from"
"189885388","189885470",0.402,-24,"both"
"189885388","189885289",0.6804,0,"both"
"189885388","189885366",0.7919,0,"from"
"189885393","189885332",0.8621,0,"to"
"189885395","189885360",0.7034,0,"to"
"189885396","189885368",0.8978,0,"to"
"189885401","189885584",0.6111,-24,"both"
"189885402","189885480",0.5195,-24,"both"
"189885402","189885544",0.5198,-24,"both"
"189885402","189885549",0.5596,-24,"both"
"189885402","189885557",0.6592,-24,"from"
"189885402","189885251",0.5891,0,"both"
"189885402","189885345",0.5503,0,"both"
"189885414","189885231",0.5928,24,"to"
"189885414","189885245",0.5423,24,"to"
"189885415","189885521",0.536,-24,"from"
"189885416","189885384",0.9015,0,"to"
"189885425","189885694",0.4629,-24,"from"
"189885431","189885494",0.7168,0,"from"
"189885436","189885643",0.4502,-24,"both"
"189885440","189885352",0.4261,24,"to"
"189885442","189885255",0.4069,24,"to"
"189885442","189885291",0.4152,24,"to"
"189885446","189885255",0.4184,24,"to"
"189885447","189885263",0.4635,24,"to"
"189885448","189885600",0.5745,0,"from"
"189885462","189885482",0.8749,0,"from"
"189885464","189885664",0.5454,-24,"from"
"189885464","189885465",0.4351,0,"from"
"189885464","189885486",0.8334,0,"both"
"189885465","189885464",0.4351,0,"to"
"189885465","189885486",0.4476,0,"to"
"189885467","189885645",0.4222,-24,"both"
"189885467","189885700",0.4271,-24,"from"
"189885469","189885498",0.7365,0,"from"
"189885470","189885647",0.4054,-24,"from"
"189885470","189885537",0.8574,0,"both"
"189885470","189885563",0.6333,0,"from"
"189885473","189885650",0.4445,-24,"both"
"189885473","189885489",0.8384,0,"from"
"189885476","189885540",0.8524,0,"both"
"189885476","189885560",0.7644,0,"both"
"189885476","189885598",0.7592,0,"from"
"189885480","189885549",0.4052,0,"both"
"189885480","189885557",0.525,0,"from"
"189885480","189885251",0.6932,24,"both"
"189885480","189885345",0.6691,24,"both"
"189885480","189885402",0.5195,24,"both"
"189885482","189885462",0.8749,0,"to"
"189885486","189885664",0.4725,-24,"from"
"189885486","189885464",0.8334,0,"both"
"189885486","189885465",0.4476,0,"from"
"189885487","189885710",0.7195,-24,"from"
"189885489","189885473",0.8384,0,"to"
"189885494","189885431",0.7168,0,"to"
"189885497","189885509",0.9256,0,"both"
"189885497","189885514",0.8539,0,"from"
"189885498","189885469",0.7365,0,"to"
"189885503","189885634",0.565,-24,"both"
"189885503","189885272",0.7162,24,"both"
"189885507","189885564",0.8152,0,"from"
"189885509","189885497",0.9256,0,"both"
"189885509","189885514",0.8745,0,"from"
"189885514","189885497",0.8539,0,"to"
"189885514","189885509",0.8745,0,"to"
"189885518","189885634",0.4979,-24,"both"
"189885518","189885655",0.5597,-24,"from"
"189885518","189885272",0.4952,24,"both"
"189885521","189885415",0.536,24,"to"
"189885536","189885265",0.5155,24,"to"
"189885536","189885303",0.4822,24,"to"
"189885537","189885470",0.8574,0,"both"
"189885537","189885563",0.6824,0,"from"
"189885537","189885289",0.4037,24,"both"
"189885540","189885476",0.8524,0,"both"
"189885540","189885560",0.845,0,"both"
"189885540","189885598",0.742,0,"from"
"189885542","189885597",0.6699,0,"from"
"189885543","189885549",0.4037,0,"both"
"189885543","189885557",0.4025,0,"from"
"189885543","189885251",0.5094,24,"both"
"189885544","189885549",0.6344,0,"both"
"189885544","189885557",0.6459,0,"from"
"189885544","189885251",0.4479,24,"both"
"189885544","189885402",0.5198,24,"both"
"189885549","189885480",0.4052,0,"both"
"189885549","189885543",0.4037,0,"both"
"189885549","189885544",0.6344,0,"both"
"189885549","189885557",0.7065,0,"from"
"189885549","189885251",0.5181,24,"both"
"189885549","189885345",0.4817,24,"both"
"189885549","189885402",0.5596,24,"both"
"189885557","189885480",0.525,0,"to"
"189885557","189885543",0.4025,0,"to"
"189885557","189885544",0.6459,0,"to"
"189885557","189885549",0.7065,0,"to"
"189885557","189885251",0.6023,24,"to"
"189885557","189885345",0.5739,24,"to"
"189885557","189885402",0.6592,24,"to"
"189885560","189885476",0.7644,0,"both"
"189885560","189885540",0.845,0,"both"
"189885560","189885598",0.6679,0,"from"
"189885563","189885470",0.6333,0,"to"
"189885563","189885537",0.6824,0,"to"
"189885564","189885507",0.8152,0,"to"
"189885568","189885673",0.4258,-24,"both"
"189885568","189885601",0.47,0,"both"
"189885568","189885602",0.4371,0,"from"
"189885579","189885305",0.8412,24,"to"
"189885580","189885747",0.4458,-24,"from"
"189885582","189885599",0.4724,0,"from"
"189885584","189885749",0.462,-24,"from"
"189885584","189885401",0.6111,24,"both"
"189885597","189885542",0.6699,0,"to"
"189885598","189885476",0.7592,0,"to"
"189885598","189885540",0.742,0,"to"
"189885598","189885560",0.6679,0,"to"
"189885599","189885582",0.4724,0,"to"
"189885600","189885448",0.5745,0,"to"
"189885601","189885673",0.5777,-24,"both"
"189885601","189885568",0.47,0,"both"
"189885602","189885568",0.4371,0,"to"
"189885603","189885761",0.6167,-24,"both"
"189885610","189885657",0.4683,0,"both"
"189885610","189885665",0.4083,0,"from"
"189885610","189885768",0.5713,0,"from"
"189885612","189885785",0.4419,-24,"from"
"189885613","189885680",0.622,0,"from"
"189885614","189885630",0.5261,0,"from"
"189885614","189885631",0.7049,0,"from"
"189885618","189885768",0.4163,0,"from"
"189885624","189885810",0.7461,-24,"both"
"189885627","189885862",0.4432,-24,"from"
"189885629","189885857",0.4746,-24,"from"
"189885630","189885614",0.5261,0,"to"
"189885631","189885614",0.7049,0,"to"
"189885634","189885655",0.4444,0,"from"
"189885634","189885503",0.565,24,"both"
"189885634","189885518",0.4979,24,"both"
"189885638","189885725",0.8149,0,"to"
"189885641","189885778",0.4707,-24,"from"
"189885643","189885868",0.4166,-24,"both"
"189885643","189885436",0.4502,24,"both"
"189885645","189885700",0.8732,0,"from"
"189885645","189885467",0.4222,24,"both"
"189885647","189885718",0.6525,0,"to"
"189885647","189885738",0.5371,0,"to"
"189885647","189885470",0.4054,24,"to"
"189885648","189885902",0.8691,-24,"from"
"189885649","189885713",0.6686,0,"from"
"189885650","189885663",0.8786,0,"from"
"189885650","189885473",0.4445,24,"both"
"189885651","189885661",0.7972,0,"from"
"189885655","189885634",0.4444,0,"to"
"189885655","189885518",0.5597,24,"to"
"189885657","189885610",0.4683,0,"both"
"189885657","189885665",0.8016,0,"from"
"189885658","189885780",0.4637,-24,"from"
"189885661","189885651",0.7972,0,"to"
"189885663","189885650",0.8786,0,"to"
"189885664","189885464",0.5454,24,"to"
"189885664","189885486",0.4725,24,"to"
"189885665","189885610",0.4083,0,"to"
"189885665","189885657",0.8016,0,"to"
"189885668","189885825",0.6414,-24,"both"
"189885668","189885886",0.4087,-24,"both"
"189885673","189885838",0.631,-24,"both"
"189885673","189885568",0.4258,24,"both"
"189885673","189885601",0.5777,24,"both"
"189885675","189885881",0.7448,-24,"from"
"189885678","189885770",0.6748,0,"from"
"189885680","189885613",0.622,0,"to"
"189885694","189885425",0.4629,24,"to"
"189885700","189885645",0.8732,0,"to"
"189885700","189885467",0.4271,24,"to"
"189885703","189885717",0.5804,0,"both"
"189885703","189885719",0.5066,0,"both"
"189885703","189885731",0.6538,0,"both"
"189885703","189885769",0.6332,0,"from"
"189885710","189885487",0.7195,24,"to"
"189885712","189885755",0.9076,0,"from"
"189885713","189885649",0.6686,0,"to"
"189885717","189885703",0.5804,0,"both"
"189885717","189885719",0.4166,0,"both"
"189885717","189885731",0.5356,0,"both"
"189885717","189885769",0.5145,0,"from"
"189885718","189885887",0.4414,-24,"both"
"189885718","189885906",0.4151,-24,"from"
"189885718","189885647",0.6525,0,"from"
"189885718","189885738",0.8703,0,"both"
"189885719","189885703",0.5066,0,"both"
"189885719","189885717",0.4166,0,"both"
"189885719","189885731",0.4865,0,"both"
"189885719","189885769",0.4631,0,"from"
"189885724","189885872",0.5722,-24,"from"
"189885724","189885734",0.9725,0,"both"
"189885725","189885772",0.4289,-24,"from"
"189885725","189885638",0.8149,0,"from"
"189885728","189885742",0.8534,0,"from"
"189885731","189885703",0.6538,0,"both"
"189885731","189885717",0.5356,0,"both"
"189885731","189885719",0.4865,0,"both"
"189885731","189885769",0.9049,0,"from"
"189885734","189885872",0.6002,-24,"from"
"189885734","189885724",0.9725,0,"both"
"189885738","189885887",0.4401,-24,"both"
"189885738","189885906",0.4361,-24,"from"
"189885738","189885647",0.5371,0,"from"
"189885738","189885718",0.8703,0,"both"
"189885742","189885728",0.8534,0,"to"
"189885747","189885580",0.4458,24,"to"
"189885749","189885584",0.462,24,"to"
"189885755","189885712",0.9076,0,"to"
